title,article_url,date,time,section,excerpt,author
Πυροσβεστική: Σκληρή μάχη με τις φλόγες σε Σταμάτα και Κερατέα,https://www.kathimerini.gr/society/563103487/pyrosvestiki-skliri-machi-me-tis-floges-se-stamata-kai-keratea/,2024-06-30,,ΚΟΙΝΩΝΙΑ,"«Η σημερινή ημέρα είναι η δυσκολότερη που αντιμετωπίζει το Πυροσβεστικό Σώμα τη φετινή αντιπυρική περίοδο» τόνισε ο εκπρόσωπος Τύπου του ΠΣ, Πύραρχος, Βασίλης Βαθρακογιάννης.",
Μητσοτάκης για φωτιές: «Τα δύσκολα είναι μπροστά μας»,https://www.kathimerini.gr/politics/563103115/mitsotakis-gia-foties-ta-dyskola-einai-mprosta-mas/,2024-06-30,,ΚΥΒΕΡΝΗΣΗ,"Εκκληση στους δήμους να απομακρύνουν τους επικίνδυνους εύφλεκτους όγκους – «Γρήγορη η αντίδραση του κρατικού μηχανισμού στην Πάρνηθα», δήλωσε",
Τουρκία: Μάχη με τις φλόγες σε πολλά μέτωπα στο δυτικό τμήμα της χώρας,https://www.kathimerini.gr/world/563103046/toyrkia-machi-me-tis-floges-se-polla-metopa-sto-dytiko-tmima-tis-choras/,2024-06-29,,ΚΟΣΜΟΣ,"Μάχη με τις φλόγες δίνουν οι δυνάμεις της πυρόσβεσης στη δυτική Τουρκία, καθώς με τη συμβολή των υψηλών θερμοκρασιών και των θυελλωδών ανέμων, εκδηλώθηκαν πολλές εστίες πυρκαγιάς.",
Πέλεκυς για τη φυγή των Καζάκων,https://www.kathimerini.gr/society/563101609/pelekys-gia-ti-fygi-ton-kazakon-k/,2024-07-01,,ΚΟΙΝΩΝΙΑ,Εσωτερική έρευνα στην Πυροσβεστική επειδή δεν εξέτασε καν ως μάρτυρες τους μισθωτές της θαλαμηγού που κατηγορούνται για την πυρκαγιά στην Υδρα.,
Πυρκαγιές στην Αρκτική: Μια «κραυγή» για τον πλανήτη,https://www.kathimerini.gr/life/environment/563098003/pyrkagies-stin-arktiki-mia-kraygi-gia-ton-planiti/,2024-06-28,,ΠΕΡΙΒΑΛΛΟΝ,"Σύμφωνα με την Υπηρεσία Παρακολούθησης Ατμόσφαιρας του Copernicus, τον φετινό Ιούνιο οι εκπομπές άνθρακα από τις δασικές πυρκαγιές στην Αρκτική είναι ήδη οι τρίτες υψηλότερες των τελευταίων δύο δεκαετιών. «Ο,τι συμβαίνει στην Αρκτική δεν μένει εκεί», προειδοποιεί η Γκέιλ Γουάιτμαν, καθηγήτρια στο Πανεπιστήμιο του Εξετερ και ιδρύτρια του μη κερδοσκοπικού οργανισμού «Arctic Basecamp».",
Ερευνα: Συχνότερες και μεγαλύτερες οι ακραίες δασικές πυρκαγιές παγκοσμίως,https://www.kathimerini.gr/life/environment/563094493/ereyna-sychnoteres-kai-megalyteres-oi-akraies-dasikes-pyrkagies-pagkosmios/,2024-06-25,,ΠΕΡΙΒΑΛΛΟΝ,Οι ερευνητές χρησιμοποίησαν δορυφορικά δεδομένα από το 2003 έως το 2023 για να υπολογίσουν την αθροιστική ένταση ενός συμβάντος πυρκαγιάς.,
Φωτιά στην Υδρα: Την Τετάρτη απολογούνται οι 13 συλληφθέντες,https://www.kathimerini.gr/society/563094175/fotia-stin-ydra-ti-deichnoyn-oi-ereynes-sto-skafos-tin-tetarti-apologoyntai-oi-syllifthentes/,2024-06-24,,ΚΟΙΝΩΝΙΑ,"Ποινικές διώξεις σε βαθμό κακουργήματος για εμπρησμό δασικής έκτασης με ενδεχόμενο δόλο, ασκήθηκαν στους 13 ημεδαπούς.",
Κικίλιας: Η προστασία της χώρας από εμπρησμούς να μείνει μακριά από τη μικροπολιτική,https://www.kathimerini.gr/politics/563093785/kikilias-i-prostasia-tis-choras-apo-emprismoys-na-meinei-makria-apo-ti-mikropolitiki/,2024-06-23,,ΠΟΛΙΤΙΚΗ,"«Παρακολουθώ μια μικροπολιτική και ένα τοξικό κλίμα κυρίως από κάποιους στον ΣΥΡΙΖΑ και τα troll που τους αναλογούν στο διαδίκτυο», σημείωσε ο υπουργός αναφερόμενος στην απόφαση οι υπηρεσίες και η κρατική μηχανή να ελέγχουν και να προσπαθούν να διαλευκάνουν εμπρησμούς.",
Το ευρωπαϊκό report για την αντιμετώπιση των δασικών πυρκαγιών στην Ελλάδα,https://www.kathimerini.gr/society/563091262/to-eyropaiko-report-gia-tin-antimetopisi-ton-dasikon-pyrkagion-stin-ellada/,2024-06-25,,ΚΟΙΝΩΝΙΑ,"Η διαδικασία αξιολόγησης ξεκίνησε με αίτημα των ελληνικών αρχών τον Σεπτέμβριο του 2023 και σε αυτήν συμμετείχαν εμπειρογνώμονες από Ισπανία, Πορτογαλία, Γαλλία, Νορβηγία αλλά και από τον ΟΟΣΑ.",
Τουρκία: Πέντε νεκροί και δεκάδες τραυματίες σε δασικές πυρκαγιές,https://www.kathimerini.gr/world/563090332/toyrkia-pente-nekroi-kai-dekades-traymaties-se-dasikes-pyrkagies/,2024-06-21,,ΚΟΣΜΟΣ,Η πυρκαγιά εκδηλώθηκε σε ζώνη που βρίσκεται σε απόσταση περίπου τριάντα χιλιομέτρων νότια του Ντιγιαρμπακίρ και επεκτάθηκε γρήγορα εξαιτίας των σφοδρών ανέμων.,
Συστάσεις για τη διαχείριση των πυρκαγιών,https://www.kathimerini.gr/society/563089618/systaseis-gia-ti-diacheirisi-ton-pyrkagion/,2024-06-21,,ΚΟΙΝΩΝΙΑ,"Σημαντική βελτίωση έχει σημειώσει τα τελευταία χρόνια το ελληνικό σύστημα διαχείρισης πυρκαγιών, αν και εστιάζει κυρίως στην ετοιμότητα και την καταστολή, όπως εκτιμά έκθεση του Ευρωπαϊκού Μηχανισμού Πολιτικής Προστασίας.",
"Η ατμοσφαιρική ρύπανση είναι ολοένα και πιο φονική, προειδοποιούν επιστήμονες",https://www.kathimerini.gr/life/environment/563087383/i-atmosfairiki-rypansi-einai-oloena-kai-pio-foniki-proeidopoioyn-epistimones/,2024-06-19,,ΠΕΡΙΒΑΛΛΟΝ,Τι αναφέρει έκθεση που δόθηκε στη δημοσιότητα υπό την αιγίδα της Unicef.,
Αναγεννάται φυσικά το δάσος του Εβρου,https://www.kathimerini.gr/society/563085853/anagennatai-fysika-to-dasos-toy-evroy/,2024-06-19,,ΚΟΙΝΩΝΙΑ,"Σύμφωνα με τη WWF, η φυσική αναγέννηση του δάσους είναι αρκετά καλή και εκτιμάται ότι θα χρειαστεί τεχνητή αναδάσωση μόλις σε 3.500 στρέμματα από τα 810.000 στρέμματα δασικών εκτάσεων που καταστράφηκαν.",
Μία μέρα δίπλα στους μελισσοκόμους της Κρήτης,https://www.kathimerini.gr/k/k-magazine/563085250/mia-mera-dipla-stoys-melissokomoys-tis-kritis/,2024-06-19,,ΠΕΡΙΟΔΙΚΟ «Κ»,"Ταξίδι στα Αστερούσια όρη, εκεί όπου η κλιματική κρίση αλλάζει τη ζωή τόσο των μελισσών όσο και των ανθρώπων που ζουν από αυτές.",
Στην εντατική για πέντε χρόνια το δάσος της Δαδιάς,https://www.kathimerini.gr/life/environment/563084935/stin-entatiki-gia-pente-chronia-to-dasos-tis-dadias/,2024-06-18,,ΠΕΡΙΒΑΛΛΟΝ,"Ερευνα που εκπόνησε το WWF συνεργαζόμενο με μια πληθώρα φορέων και επιστημόνων, προτείνει μια σειρά από μέτρα προκειμένου να αποκατασταθούν το οικοσύστημα και η ζωή έπειτα από την καταστροφική πυρκαγιά που έπληξε τον Εβρο το 2023.",
Καιρός: Ανοδος θερμοκρασίας και ισχυρά μελτέμια – Αυξημένος ο κίνδυνος πυρκαγιών,https://www.kathimerini.gr/society/563084362/kairos-anodos-thermokrasias-kai-ischyra-meltemia-ayximenos-o-kindynos-pyrkagion/,2024-06-18,,ΚΟΙΝΩΝΙΑ,Αυξημένη επικινδυνότητα για δασικές πυρκαγιές από σήμερα μέχρι και την Παρασκευή λόγω του καιρού «Hot – Dry – Windy».,
«Βόμβα» για τα συστήματα υγείας της Ε.Ε. κλιματική κρίση και γήρανση,https://www.kathimerini.gr/economy/563084197/vomva-gia-ta-systimata-ygeias-tis-e-e-klimatiki-krisi-kai-giransi/,2024-06-18,,ΟΙΚΟΝΟΜΙΑ,Εως και 16% ενδέχεται να αυξηθούν οι κατά κεφαλήν δαπάνες υγείας στην Ελλάδα μέχρι το 2035.,
Φωτιά σε δασική έκταση στο Νευροκόπι,https://www.kathimerini.gr/society/563083519/fotia-se-dasiki-ektasi-sto-neyrokopi/,2024-06-17,,ΚΟΙΝΩΝΙΑ,Συναγερμός στην Πυροσβεστική.,
Αυξημένος κίνδυνος δασικών πυρκαγιών μέχρι και την Παρασκευή,https://www.kathimerini.gr/society/563083477/ayximeni-epikindynotita-gia-dasikes-pyrkagies-apo-ayrio-mechri-kai-tin-paraskeyi/,2024-06-17,,ΚΟΙΝΩΝΙΑ,"Σημαντική επιδείνωση αναμένεται να παρουσιάσουν οι πυρομετεωρολογικές συνθήκες στη χώρα μας από αύριο μέχρι την Παρασκευή 21 Ιουνίου, με βάση τα τελευταία διαθέσιμα προγνωστικά στοιχεία που ανέλυσε η πυρομετεωρολογική ομάδα FLAME του Εθνικού Αστεροσκοπείου Αθηνών (ΕΑΑ) / meteo.gr.",
«Η φωτιά είναι πάντα πιο μπροστά»,https://www.kathimerini.gr/society/563080816/i-fotia-einai-panta-pio-mprosta/,2024-06-16,,ΚΟΙΝΩΝΙΑ,Πώς ετοιμάζονται οι νέες μονάδες των δασοκομάντος για το δύσκολο καλοκαίρι – Τα διδάγματα από τη Δαδιά.,
Φωτιές στα Βίλια: Πρώην αντιδήμαρχος θα δικαστεί για εμπρησμό,https://www.kathimerini.gr/society/563079313/foties-sta-vilia-proin-antidimarchos-tha-dikastei-gia-emprismo/,2024-06-14,,ΚΟΙΝΩΝΙΑ,Η δίκη του πρώην αντιδημάρχου Πολιτικής Προστασίας αφορά στις καταστροφικές πυρκαγιές της 16ης και 23ης Αυγούστου 2021 που ξεκίνησαν σε περιοχές του Δήμου Μάνδρας – Ειδυλλίας.,
Περιβαλλοντική «βόμβα» ο πόλεμος στην Ουκρανία,https://www.kathimerini.gr/world/563075773/perivallontiki-vomva-o-polemos-stin-oykrania/,2024-06-13,,ΚΟΣΜΟΣ,"Τα δύο χρόνια πολέμου ευθύνονται για την έκλυση επιπλέον 175 εκατομμυρίων τόνων διοξειδίου του άνθρακα στην ατμόσφαιρα, δηλαδή τρεις φορές την ποσότητα που εκλύει η Ελλάδα σε έναν χρόνο.",
Θεσσαλονίκη: Απαγόρευση κυκλοφορίας στο Περιαστικό Δάσος,https://www.kathimerini.gr/society/563075746/thessaloniki-apagoreysi-kykloforias-sto-periastiko-dasos/,2024-06-12,,ΚΟΙΝΩΝΙΑ,Λόγω υψηλού κινδύνου εκδήλωσης δασικής πυρκαγιάς.,
Ε.Ε: Κινητοποίηση βοήθειας για τις δασικές πυρκαγιές στην Κύπρο,https://www.kathimerini.gr/world/563075173/e-e-kinitopoiisi-voitheias-gia-tis-dasikes-pyrkagies-stin-kypro/,2024-06-12,,ΚΟΣΜΟΣ,Η Ελλάδα στέλνει δύο πυροσβεστικά αεροσκάφη.,
O Γκουτέρες προειδοποιεί εναντίον «ευρύτερης σύρραξης» στη Μέση Ανατολή,https://www.kathimerini.gr/world/563064811/o-gkoyteres-proeidopoiei-enantion-eyryteris-syrraxis-sti-mesi-anatoli/,2024-06-07,,ΚΟΣΜΟΣ,Ο γενικός γραμματέας του Οργανισμού Ηνωμένων Εθνών κάλεσε να τερματιστούν οι εχθροπραξίες κατά μήκος της συνοριακής γραμμής που έχει οριστεί από τον ΟΗΕ ανάμεσα στο Ισραήλ και τον Λίβανο.,
Η μάχη της τιθάσευσης των μεγα-πυρκαγιών,https://www.kathimerini.gr/society/563062315/i-machi-tis-tithaseysis-ton-mega-pyrkagion/,2024-06-06,,ΚΟΙΝΩΝΙΑ,Δύο Ελληνες πυρομετεωρολόγοι επισκέφθηκαν το διεπιστημονικό κέντρο έρευνας του Πανεπιστημίου Σαν Χοσέ της Καλιφόρνιας.,
